source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Vällingby, Annual herb.",59.37,17.85,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7066"",""catalogNumber"":""S10-7066"",""higherGeography"":""Europe; Sweden; Uppland; Vällingby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm, Vällingby. In dry lawn. Annual herb. Flowers yellow."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm, Vällingby. In dry lawn. Annual herb. Flowers yellow."",""decimalLatitude"":""17.85"",""decimalLongitude"":""59.37""}","{""locationDisplayLabel"":""Stockholm, Vällingby, Annual herb."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Vällingby"",""Annual herb.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Vällingby, Johannelund subway station",59.37,17.85,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7067"",""catalogNumber"":""S10-7067"",""higherGeography"":""Europe; Sweden; Uppland; Vällingby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm, Vällingby. On dry rocky outcrop N of Johannelund subway station. Tufted perennial herb. Flowers blue."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm, Vällingby. On dry rocky outcrop N of Johannelund subway station. Tufted perennial herb. Flowers blue."",""decimalLatitude"":""17.85"",""decimalLongitude"":""59.37""}","{""locationDisplayLabel"":""Stockholm, Vällingby, Johannelund subway station"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Vällingby"",""Johannelund subway station""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Vällingby",59.37,17.85,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7068"",""catalogNumber"":""S10-7068"",""higherGeography"":""Europe; Sweden; Uppland; Vällingby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm, Vällingby. In forest margin. Perennial herb. Flowers blue."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm, Vällingby. In forest margin. Perennial herb. Flowers blue."",""decimalLatitude"":""17.85"",""decimalLongitude"":""59.37""}","{""locationDisplayLabel"":""Province Uppland, Stockholm, Vällingby"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Vällingby""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Vällingby, Johannelund subway station",59.37,17.85,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7069"",""catalogNumber"":""S10-7069"",""higherGeography"":""Europe; Sweden; Uppland; Vällingby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm, Vällingby. On dry rocky outcrop S of Johannelund subway station. Low shrub, to 30 cm tall. Corolla and calyx pink."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm, Vällingby. On dry rocky outcrop S of Johannelund subway station. Low shrub, to 30 cm tall. Corolla and calyx pink."",""decimalLatitude"":""17.85"",""decimalLongitude"":""59.37""}","{""locationDisplayLabel"":""Stockholm, Vällingby, Johannelund subway station"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Vällingby"",""Johannelund subway station""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Vällingby, Annual herb.",59.37,17.85,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7070"",""catalogNumber"":""S10-7070"",""higherGeography"":""Europe; Sweden; Uppland; Vällingby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm, Vällingby. Along walking path through deciduous forest. Annual herb. Flowers cream with yellow and violet lip."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm, Vällingby. Along walking path through deciduous forest. Annual herb. Flowers cream with yellow and violet lip."",""decimalLatitude"":""17.85"",""decimalLongitude"":""59.37""}","{""locationDisplayLabel"":""Stockholm, Vällingby, Annual herb."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Vällingby"",""Annual herb.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Vällingby, Annual herb. Flowers white",59.37,17.85,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7071"",""catalogNumber"":""S10-7071"",""higherGeography"":""Europe; Sweden; Uppland; Vällingby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm, Vällingby. In road side. Annual herb. Flowers white."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm, Vällingby. In road side. Annual herb. Flowers white."",""decimalLatitude"":""17.85"",""decimalLongitude"":""59.37""}","{""locationDisplayLabel"":""Stockholm, Vällingby, Annual herb. Flowers white"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Vällingby"",""Annual herb. Flowers white""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7048"",""catalogNumber"":""S10-7048"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In dry sunny meadow. Perennial herb. Flowers white."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In dry sunny meadow. Perennial herb. Flowers white."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7072"",""catalogNumber"":""S10-7072"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Perennial herb. Florets yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Perennial herb. Florets yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7047"",""catalogNumber"":""S10-7047"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In dry sunny meadow. Perennial. Flowers yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In dry sunny meadow. Perennial. Flowers yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7045"",""catalogNumber"":""S10-7045"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In dry sunny meadow. Perennial herb. Flowers cream."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In dry sunny meadow. Perennial herb. Flowers cream."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7022"",""catalogNumber"":""S10-7022"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Female plant."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Female plant."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7023"",""catalogNumber"":""S10-7023"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Perennial herb. Flowers yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Perennial herb. Flowers yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Annual herb.",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7024"",""catalogNumber"":""S10-7024"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Annual herb. Flowers purple."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Annual herb. Flowers purple."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Annual herb."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Annual herb.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7025"",""catalogNumber"":""S10-7025"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Subshrub to 70 cm tall. Fruits tasty, red, juicy."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Subshrub to 70 cm tall. Fruits tasty, red, juicy."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7026"",""catalogNumber"":""S10-7026"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. On boulder in forest margin. Rhizomatuous perennial."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. On boulder in forest margin. Rhizomatuous perennial."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Berries red.",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7027"",""catalogNumber"":""S10-7027"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Shrub to 1 m tall. Berries red."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Shrub to 1 m tall. Berries red."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Berries red."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Berries red.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7028"",""catalogNumber"":""S10-7028"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Perennial herb. Flowers pink. Foliage with unpleasant odour."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Perennial herb. Flowers pink. Foliage with unpleasant odour."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7029"",""catalogNumber"":""S10-7029"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In disturbed ground. Perennial herb. Flowers white."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In disturbed ground. Perennial herb. Flowers white."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7030"",""catalogNumber"":""S10-7030"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In wet depression along dirt track through the forest. Tufted perennial."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In wet depression along dirt track through the forest. Tufted perennial."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
